PLAYER NAME,SG_off_tee_2021_AVERAGE,SG_tee_green_2021_AVERAGE,driving_dist_2021_AVG.,pct_ydg_tee_2021_AVG (%),driving_320+_2021_%,SG_approach_green_2021_AVERAGE,GIR_pct_2021_%,GOFIR_pct_2021_%,GIR_pct_fwy_2021_%,GIR_pct_not_fwy_2021_%,fwy_prox_2021_AVG,rough_prox_2021_AVG,SG_ATG_2021_AVERAGE,pct_sand_save_2021_%,scrambling_2021_%,SG_putt_2021_AVERAGE,pct_one_putt_2021_%,pct_three_putt_avoid_2021_%,putt_avg_2021_AVG,putts_per_rd_2021_AVG,bogey_avoid_2021_% MAKES BOGEY,btb_ratio_2021_BIRDIE TO BOGEY RATIO,money_2021_MONEY,SG_off_tee_2020_AVERAGE,SG_tee_green_2020_AVERAGE,driving_dist_2020_AVG.,pct_ydg_tee_2020_AVG (%),driving_320+_2020_%,SG_approach_green_2020_AVERAGE,GIR_pct_2020_%,GOFIR_pct_2020_%,GIR_pct_fwy_2020_%,GIR_pct_not_fwy_2020_%,fwy_prox_2020_AVG,rough_prox_2020_AVG,SG_ATG_2020_AVERAGE,pct_sand_save_2020_%,scrambling_2020_%,SG_putt_2020_AVERAGE,pct_one_putt_2020_%,pct_three_putt_avoid_2020_%,putt_avg_2020_AVG,putts_per_rd_2020_AVG,bogey_avoid_2020_% MAKES BOGEY,btb_ratio_2020_BIRDIE TO BOGEY RATIO,money_2020_MONEY,SG_off_tee_2019_AVERAGE,SG_tee_green_2019_AVERAGE,driving_dist_2019_AVG.,pct_ydg_tee_2019_AVG (%),driving_320+_2019_%,SG_approach_green_2019_AVERAGE,GIR_pct_2019_%,GOFIR_pct_2019_%,GIR_pct_fwy_2019_%,GIR_pct_not_fwy_2019_%,fwy_prox_2019_AVG,rough_prox_2019_AVG,SG_ATG_2019_AVERAGE,pct_sand_save_2019_%,scrambling_2019_%,SG_putt_2019_AVERAGE,pct_one_putt_2019_%,pct_three_putt_avoid_2019_%,putt_avg_2019_AVG,putts_per_rd_2019_AVG,bogey_avoid_2019_% MAKES BOGEY,btb_ratio_2019_BIRDIE TO BOGEY RATIO,money_2019_MONEY,SG_off_tee_2018_AVERAGE,SG_tee_green_2018_AVERAGE,driving_dist_2018_AVG.,pct_ydg_tee_2018_AVG (%),driving_320+_2018_%,SG_approach_green_2018_AVERAGE,GIR_pct_2018_%,GOFIR_pct_2018_%,GIR_pct_fwy_2018_%,GIR_pct_not_fwy_2018_%,fwy_prox_2018_AVG,rough_prox_2018_AVG,SG_ATG_2018_AVERAGE,pct_sand_save_2018_%,scrambling_2018_%,SG_putt_2018_AVERAGE,pct_one_putt_2018_%,pct_three_putt_avoid_2018_%,putt_avg_2018_AVG,putts_per_rd_2018_AVG,bogey_avoid_2018_% MAKES BOGEY,btb_ratio_2018_BIRDIE TO BOGEY RATIO,money_2018_MONEY,SG_off_tee_2017_AVERAGE,SG_tee_green_2017_AVERAGE,driving_dist_2017_AVG.,pct_ydg_tee_2017_AVG (%),driving_320+_2017_%,SG_approach_green_2017_AVERAGE,GIR_pct_2017_%,GOFIR_pct_2017_%,GIR_pct_fwy_2017_%,GIR_pct_not_fwy_2017_%,fwy_prox_2017_AVG,rough_prox_2017_AVG,SG_ATG_2017_AVERAGE,pct_sand_save_2017_%,scrambling_2017_%,SG_putt_2017_AVERAGE,pct_one_putt_2017_%,pct_three_putt_avoid_2017_%,putt_avg_2017_AVG,putts_per_rd_2017_AVG,bogey_avoid_2017_% MAKES BOGEY,btb_ratio_2017_BIRDIE TO BOGEY RATIO,money_2017_MONEY
Matt Kuchar,-.278,-.149,287.4,61.54,6.82,.085,65.28,71.08,74.58,53.27,"33' 2""","49' 5""",.043,56.00,57.45,.174,40.28,1.89,1.723,28.73,16.16,1.34,"$1,170,103",-.039,-.010,282.9,61.73,6.25,.014,64.98,71.54,76.64,47.96,"32' 2""","45' 7""",.015,58.43,60.91,.687,40.97,1.49,1.734,28.43,14.98,1.44,"$1,515,585",.063,.760,289.5,62.07,8.75,.591,69.38,73.82,79.92,50.55,"31' 2""","43' 1""",.105,60.82,63.04,.302,39.58,2.57,1.748,28.96,13.13,1.74,"$6,294,690",-.199,.228,288.0,61.43,7.24,.216,66.81,71.45,79.80,49.64,"30' 11""","43' 3""",.211,60.81,63.60,.348,40.56,2.57,1.762,28.85,14.17,1.42,"$1,720,097",.158,.840,285.4,61.41,3.57,.253,66.73,71.92,77.01,48.80,"31' 10""","43' 1""",.430,56.39,65.34,.332,39.98,2.78,1.770,28.72,13.95,1.47,"$4,282,488"
C.T. Pan,-.290,.221,293.8,62.53,13.89,.302,63.99,72.76,72.99,53.95,"31' 8""","43' 7""",.153,54.67,63.43,-.143,38.79,2.67,1.777,28.81,15.43,1.26,"$984,516",-.258,-.085,287.0,61.68,4.17,.277,67.26,70.80,76.60,52.58,"31' 3""","50' 10""",-.104,46.24,54.24,-.767,34.23,2.88,1.798,29.82,17.56,1.04,"$329,997",-.114,.120,285.0,60.59,3.57,.054,64.16,68.06,75.71,44.67,"32' 0""","44' 9""",.180,57.45,63.71,-.062,39.97,2.57,1.765,28.71,15.04,1.32,"$2,362,399",.215,.544,292.7,62.08,11.11,.267,71.20,75.61,80.95,52.47,"32' 1""","42' 4""",.063,42.07,56.89,-.067,35.20,2.66,1.770,29.66,14.74,1.45,"$1,881,787",.052,-.074,287.2,61.65,6.98,-.092,67.25,71.93,74.84,54.65,"32' 9""","47' 2""",-.034,54.17,60.55,-.013,37.79,3.62,1.808,29.70,15.57,1.15,"$1,267,649"
Gary Woodland,-.339,-.074,308.4,62.99,36.11,.154,62.35,69.23,76.10,47.84,"32' 4""","44' 2""",.112,43.48,53.28,-.307,38.27,3.24,1.777,29.08,20.06,1.05,"$492,975",.052,.443,305.4,64.63,25.00,.601,68.19,74.53,77.74,54.47,"30' 11""","43' 9""",-.210,47.62,60.00,.340,39.34,1.97,1.753,28.95,14.34,1.61,"$2,195,131",.472,1.025,308.2,64.12,28.95,.545,69.05,75.98,81.12,50.81,"29' 7""","44' 7""",.008,50.41,57.48,-.143,38.23,3.04,1.759,29.30,15.48,1.62,"$5,690,965",.803,1.059,313.5,65.13,36.75,.484,70.51,76.35,80.30,57.24,"29' 10""","45' 4""",-.228,41.49,54.45,.007,34.92,3.54,1.794,29.93,16.42,1.34,"$3,108,907",.431,1.040,307.6,64.02,29.22,.571,69.48,75.52,82.09,54.83,"30' 4""","46' 0""",.039,60.55,58.28,-.381,36.33,4.24,1.807,29.89,16.04,1.31,"$2,980,225"
Mackenzie Hughes,-.350,-.723,293.5,62.15,10.58,-.449,63.68,68.52,75.47,46.96,"34' 5""","51' 11""",.076,43.00,59.41,.646,40.49,1.60,1.735,28.46,16.13,1.34,"$1,027,972",-.352,-.289,298.7,63.56,12.14,-.390,63.41,68.01,78.21,44.80,"32' 3""","45' 7""",.454,54.40,60.52,.681,41.67,1.90,1.735,28.19,15.71,1.34,"$2,079,951",-.068,-.030,297.2,62.96,13.16,.032,65.28,71.72,76.38,52.81,"33' 0""","45' 4""",.006,40.68,61.05,-.014,40.50,2.85,1.770,28.80,15.79,1.33,"$1,022,081",-.068,.163,294.9,62.52,11.18,.353,66.01,71.73,78.49,49.06,"31' 0""","47' 3""",-.122,41.74,54.19,-.177,37.13,2.56,1.766,29.37,17.69,1.17,"$518,476",.021,-.320,294.3,62.77,15.38,-.404,64.74,70.72,75.86,49.24,"33' 9""","44' 11""",.063,47.02,58.64,.492,39.16,3.26,1.779,29.07,17.15,1.18,"$2,355,553"
Robert Streb,-.367,-.398,290.4,62.24,10.87,-.090,63.89,70.42,76.05,50.75,"33' 10""","47' 5""",.108,53.01,62.88,-.018,40.22,2.42,1.750,28.46,15.94,1.28,"$1,431,469",-.117,-.582,293.7,62.69,11.00,-.221,67.33,71.18,80.05,54.95,"30' 8""","43' 8""",-.244,35.37,52.72,-.573,36.33,2.78,1.766,29.60,16.89,1.18,"$415,258",-.256,-.187,288.7,61.59,4.17,-.053,66.13,72.41,76.67,53.44,"32' 3""","43' 8""",.122,46.67,60.36,-.237,37.42,2.62,1.784,29.21,15.35,1.27,"$796,525",-.680,-.500,292.6,61.43,9.85,.096,64.94,71.20,80.14,48.73,"31' 3""","46' 4""",.084,45.00,52.89,-.081,36.41,2.78,1.792,29.51,18.84,.99,"$411,606",-.159,.075,294.3,62.79,15.56,-.072,65.19,70.11,77.25,50.45,"32' 9""","44' 6""",.305,45.66,58.91,.003,39.83,2.96,1.772,29.13,16.67,1.16,"$1,588,287"
Aaron Baddeley,-.381,-.556,284.5,61.98,7.35,-.124,64.71,75.35,74.82,52.48,"31' 11""","40' 6""",-.071,50.00,62.50,-.055,41.67,2.61,1.737,28.38,16.34,1.28,"$65,940",-.736,-.337,284.9,61.03,2.13,-.122,64.89,70.12,75.96,50.75,"34' 3""","44' 11""",.520,56.25,61.28,.256,41.96,2.36,1.738,28.40,15.48,1.44,"$286,504",-.460,-.340,286.3,60.98,2.73,-.340,63.33,65.48,75.90,50.46,"35' 0""","39' 9""",.460,54.55,65.84,.654,44.85,2.02,1.722,27.80,14.04,1.53,"$904,982",-.345,.366,295.3,62.52,7.05,.117,63.39,71.43,74.96,52.95,"32' 6""","43' 2""",.595,57.04,61.09,-.057,38.89,2.71,1.782,28.85,16.24,1.18,"$725,928",-.782,-.216,292.6,61.11,6.60,.256,62.57,69.32,77.75,49.21,"34' 8""","41' 5""",.310,58.42,59.90,.044,40.94,2.14,1.755,28.49,16.57,1.19,"$755,356"
Phil Mickelson,-.512,-.686,300.8,62.86,18.42,.001,65.64,70.78,75.38,55.34,"34' 10""","45' 0""",-.176,43.42,53.62,-.054,37.13,4.09,1.820,29.79,19.74,1.02,"$327,741",-.020,.230,301.5,64.94,16.28,-.129,63.51,67.98,76.88,50.91,"30' 7""","42' 9""",.379,56.60,60.60,-.083,41.29,1.96,1.748,28.37,16.01,1.35,"$1,493,908",-.307,-.278,306.3,64.48,25.83,-.065,64.17,69.78,78.87,51.82,"30' 5""","41' 1""",.094,55.10,54.26,-.160,40.37,2.87,1.756,28.92,18.43,1.20,"$2,440,221",-.225,.420,300.3,63.63,16.87,.555,64.88,70.63,79.10,52.00,"30' 1""","41' 2""",.091,58.60,58.36,.510,43.17,2.55,1.699,28.11,16.54,1.49,"$4,595,187",-.058,.711,293.5,62.88,12.50,.553,62.85,70.45,76.95,46.92,"31' 2""","41' 8""",.216,53.33,60.00,.337,41.18,2.01,1.734,28.25,16.67,1.34,"$2,102,599"
Kevin Tway,-.516,-.402,302.5,63.64,15.63,-.182,66.67,72.22,76.05,58.65,"34' 7""","39' 9""",.090,54.76,59.38,-.499,36.81,3.65,1.799,29.28,16.49,1.19,"$47,619",-.422,-.664,303.8,64.22,20.83,-.350,62.62,67.62,78.68,48.96,"33' 2""","44' 8""",.107,39.19,52.32,-.349,37.96,2.66,1.787,29.35,19.44,.95,"$256,320",-.099,.274,303.8,64.85,25.69,.124,67.01,72.80,79.35,52.59,"32' 9""","43' 9""",.249,50.00,61.05,-.131,38.40,2.50,1.780,29.19,14.65,1.38,"$2,300,050",.271,.277,310.1,65.20,34.38,.032,66.88,73.77,80.65,53.27,"31' 1""","44' 10""",-.026,49.44,56.77,.052,37.98,2.40,1.773,29.15,16.29,1.32,"$1,379,544",.288,.172,309.2,65.30,29.55,-.168,64.71,70.72,80.19,51.11,"31' 11""","43' 4""",.053,45.70,59.03,.261,39.90,2.59,1.766,28.86,16.48,1.26,"$1,472,613"
Vaughn Taylor,-.559,-.600,279.8,60.67,2.94,-.220,63.94,72.70,71.09,51.02,"31' 4""","39' 8""",.370,57.58,62.54,.221,40.96,2.07,1.763,28.10,16.12,1.20,"$235,707",-.043,-.352,281.6,60.95,1.89,-.155,63.75,67.17,71.35,51.65,"29' 4""","43' 8""",-.155,47.01,58.54,.294,42.26,1.73,1.720,28.11,16.03,1.36,"$1,148,779",-.205,.096,282.9,60.78,3.30,.269,66.85,71.34,75.91,49.62,"29' 7""","43' 3""",.032,56.69,63.54,.636,43.53,1.95,1.718,28.27,13.49,1.69,"$1,723,910",-.005,.299,286.1,61.58,5.06,.305,67.02,73.89,75.07,54.04,"29' 8""","45' 4""",-.002,47.65,59.91,-.080,39.52,3.66,1.769,29.15,16.39,1.34,"$965,691",-.001,-.033,282.4,61.42,2.38,.135,66.67,71.56,74.29,50.80,"30' 4""","45' 2""",-.168,55.80,60.52,.139,40.48,2.84,1.759,29.00,15.67,1.32,"$797,385"
David Hearn,-.614,-1.276,275.4,58.84,1.19,-.443,62.70,74.31,70.65,48.91,"34' 7""","45' 8""",-.180,39.62,59.93,.588,40.87,2.51,1.734,28.05,18.92,1.04,"$323,550",-.220,-.402,281.8,60.66,2.94,-.229,66.88,70.68,76.64,54.67,"33' 7""","44' 1""",.047,45.59,64.14,.120,39.87,2.61,1.769,29.02,14.49,1.35,"$287,527",-.158,-.458,279.3,60.32,2.13,.009,67.49,71.41,76.20,52.28,"32' 0""","44' 6""",-.309,50.68,58.55,-.157,38.89,2.72,1.750,29.06,15.72,1.29,"$397,677",-.170,.095,285.1,61.06,5.83,.379,68.89,74.89,79.25,50.00,"28' 4""","43' 0""",-.113,47.62,55.65,-.127,37.78,3.61,1.778,29.58,16.57,1.25,"$622,383",-.175,-.044,281.0,60.42,3.09,.016,64.71,68.15,76.23,44.42,"30' 2""","48' 11""",.115,55.35,61.85,-.052,38.56,2.68,1.794,29.07,15.75,1.17,"$800,710"
Graeme McDowell,-.648,-.855,286.9,60.38,2.78,-.359,60.03,68.67,72.48,40.10,"34' 9""","45' 3""",-.090,40.48,62.93,-.034,37.96,1.39,1.794,28.50,17.13,.95,"$212,749",-.586,-.566,283.9,60.93,9.30,.122,63.31,68.32,75.60,46.88,"32' 11""","50' 3""",-.103,36.49,54.26,-.222,38.54,3.01,1.768,29.06,18.98,1.02,"$751,082",-.426,-.346,285.9,60.82,6.72,-.016,64.79,67.41,77.10,48.78,"32' 10""","45' 2""",.096,56.62,62.22,.731,41.71,2.35,1.758,28.52,15.10,1.34,"$1,671,523",.124,.219,293.2,62.14,6.36,.046,64.50,70.77,72.80,48.96,"32' 9""","47' 6""",.049,47.37,59.95,.478,38.89,3.58,1.796,29.20,16.76,1.13,"$581,024",.085,-.062,279.5,59.39,.00,-.036,62.60,67.33,71.56,41.70,"32' 0""","49' 7""",-.111,50.51,58.09,.563,42.96,3.27,1.742,28.32,18.35,1.15,"$639,770"
Nick Watney,-.670,-.681,301.1,62.91,14.71,-.487,61.76,78.79,71.88,55.95,"34' 1""","45' 8""",.791,36.54,63.25,-.646,37.25,3.10,1.825,28.56,18.79,.84,"$81,225",-.433,.145,302.3,62.87,13.64,.416,70.20,75.46,82.11,56.20,"31' 3""","43' 7""",.162,45.31,55.51,.132,37.63,3.28,1.750,29.34,15.66,1.45,"$534,797",.010,.121,301.7,63.51,20.67,.071,68.61,73.83,80.76,53.08,"29' 9""","43' 1""",.040,50.35,59.49,.012,38.49,2.81,1.765,29.24,14.99,1.50,"$1,008,964",.170,.143,307.5,63.61,26.11,.141,67.96,73.68,78.50,57.12,"29' 6""","43' 4""",-.167,43.79,55.68,.200,37.59,2.10,1.755,29.26,15.74,1.32,"$1,402,833",-.063,.284,300.9,63.32,16.67,.585,66.43,73.44,76.26,54.23,"28' 9""","40' 1""",-.238,56.10,58.99,-.113,36.55,3.22,1.807,29.45,16.26,1.17,"$824,162"
Brian Gay,-.825,-1.373,287.3,62.03,9.52,-.633,60.98,66.67,73.13,51.75,"34' 4""","47' 10""",.085,53.03,58.98,.112,41.80,2.91,1.777,28.36,18.39,1.03,"$868,806",-.353,-.707,288.5,62.16,7.94,-.293,64.81,67.89,76.60,54.40,"31' 0""","42' 3""",-.061,38.53,56.89,.129,40.92,2.12,1.722,28.54,17.02,1.30,"$702,647",-.286,-.613,274.9,60.29,1.85,-.392,64.36,68.90,71.41,49.73,"32' 11""","45' 8""",.065,48.25,61.65,.335,40.64,2.37,1.758,28.65,15.67,1.27,"$1,029,440",-.166,.123,282.9,60.71,4.46,.036,64.52,68.84,73.19,44.80,"31' 2""","47' 3""",.253,53.10,63.26,.442,43.40,2.31,1.726,28.25,14.96,1.44,"$2,152,501",-.417,-.168,278.7,60.89,1.92,-.006,63.53,68.20,73.63,48.14,"31' 1""","45' 4""",.254,54.17,62.30,.451,42.02,1.42,1.748,28.32,15.03,1.27,"$942,372"
Fabian Gomez,-.879,-.217,282.9,60.66,2.70,-.530,61.41,72.55,75.38,44.44,"31' 11""","48' 10""",.997,55.17,66.54,-.382,40.99,2.70,1.785,28.35,15.62,1.12,"$104,505",-.251,-.259,289.2,61.97,7.27,-.137,66.67,70.94,76.88,53.23,"31' 5""","38' 7""",.129,58.23,60.91,.011,38.18,2.53,1.759,28.93,14.95,1.39,"$564,722",.048,-.016,290.2,61.76,8.87,-.286,68.10,72.80,79.02,50.00,"31' 10""","49' 4""",.222,45.35,60.67,-.144,38.89,3.41,1.775,29.18,15.41,1.33,"$433,027",-.062,-.107,291.1,62.04,10.71,-.015,67.86,72.83,77.79,51.71,"31' 0""","44' 10""",-.030,43.20,58.85,.001,37.24,2.71,1.780,29.38,15.34,1.26,"$437,032",.022,-.402,285.1,62.05,1.69,-.429,64.69,69.61,77.00,52.37,"33' 3""","44' 11""",.006,51.35,58.67,-.006,38.51,2.73,1.779,29.15,16.95,1.14,"$332,352"
Sung Kang,-.939,-1.973,290.6,61.56,12.04,-.615,59.47,67.31,70.71,45.53,"35' 3""","47' 8""",-.426,47.47,50.76,-.308,39.20,3.50,1.780,29.26,22.94,.78,"$218,872",.006,-.225,303.4,64.75,24.62,.000,65.30,71.33,76.94,55.41,"33' 1""","41' 4""",-.231,44.44,54.17,-.307,37.75,3.65,1.786,29.27,19.10,1.08,"$1,560,024",.165,.118,300.5,62.78,16.25,.036,66.14,72.86,79.89,48.26,"31' 9""","46' 6""",-.083,57.75,59.96,-.088,39.22,3.70,1.777,29.19,16.40,1.28,"$2,801,650",-.488,-.806,293.1,61.74,8.44,-.094,63.20,67.58,76.00,43.50,"29' 8""","50' 6""",-.225,50.34,52.40,-.235,38.76,2.94,1.768,29.24,19.28,1.01,"$1,243,309",.255,.325,296.4,63.35,13.27,.251,66.07,71.07,76.71,51.13,"31' 9""","45' 0""",-.182,51.45,56.98,.154,38.78,3.05,1.772,29.08,17.05,1.24,"$1,943,309"
Jimmy Walker,-1.049,-1.902,298.9,62.57,18.75,-.554,57.64,61.47,71.55,46.93,"35' 7""","47' 4""",-.299,54.41,49.84,.421,38.75,2.08,1.776,28.75,23.19,.75,"$91,648",-.909,-.496,298.0,63.03,17.39,.444,62.20,66.67,78.74,50.88,"30' 6""","45' 1""",-.031,37.11,51.44,-.349,38.77,3.26,1.765,29.28,21.01,.94,"$243,370",-.181,.192,299.2,62.95,13.64,.051,64.71,68.81,78.13,50.98,"32' 5""","41' 10""",.322,61.76,63.40,-.130,40.54,3.23,1.794,28.86,15.77,1.18,"$590,437",-.437,.033,299.0,62.09,18.83,.304,61.90,68.10,75.13,47.40,"31' 4""","43' 8""",.166,53.33,59.09,.324,41.41,2.24,1.756,28.34,17.24,1.19,"$2,027,312",-.258,.138,295.7,62.60,18.03,.518,63.57,70.44,74.43,43.22,"31' 0""","41' 9""",-.123,57.89,57.25,.135,38.63,3.16,1.771,28.90,18.97,1.01,"$1,101,162"
